Terminal - Communication
2022/7/11 16:16:14

Time;Data;Telegram;Info
16:14:20.011;"1 GOBJ 1018.04 = 131900103 (0x07DCA2C7)";"Receive: 53 0B 01 01 18 10 04 C7 A2 DC 07 13 45";
16:14:20.026;"1 GOBJ 6061.00";"Transmit: 53 07 01 01 61 60 00 53 45";"Modes of operation display"
16:14:20.042;"1 GOBJ 6061.00 = 3 (0x03)";"Receive: 53 08 01 01 61 60 00 03 0A 45";
16:14:20.042;"1 SOBJ 6060.00 03 (3)";"Transmit: 53 08 01 02 60 60 00 03 A2 45";"Modes of operation"
16:14:20.057;"1 SOBJ 6060.00 03 (3) = OK";"Receive: 53 07 01 02 60 60 00 FB 45";
16:14:20.073;"1 GOBJ 6061.00";"Transmit: 53 07 01 01 61 60 00 53 45";"Modes of operation display"
16:14:20.088;"1 GOBJ 6061.00 = 3 (0x03)";"Receive: 53 08 01 01 61 60 00 03 0A 45";
16:14:20.088;"1 GOBJ 6041.00";"Transmit: 53 07 01 01 41 60 00 73 45";Statusword
16:14:20.111;"1 GOBJ 6041.00 = 4160 (0x1040)";"Receive: 53 09 01 01 41 60 00 40 10 87 45";
16:14:20.157;"Node 1 - Statusword: 0x1040";"Receive: 53 06 01 05 40 10 52 45";
16:14:20.828;"1 GOBJ 6041.00";"Transmit: 53 07 01 01 41 60 00 73 45";Statusword
16:14:20.843;"1 GOBJ 6041.00 = 4160 (0x1040)";"Receive: 53 09 01 01 41 60 00 40 10 87 45";
16:14:20.859;"1 GOBJ 6060.00";"Transmit: 53 07 01 01 60 60 00 52 45";"Modes of operation"
16:14:20.874;"1 GOBJ 6060.00 = 3 (0x03)";"Receive: 53 08 01 01 60 60 00 03 F4 45";
16:14:20.890;"1 GOBJ 6061.00";"Transmit: 53 07 01 01 61 60 00 53 45";"Modes of operation display"
16:14:20.897;"1 GOBJ 6061.00 = 3 (0x03)";"Receive: 53 08 01 01 61 60 00 03 0A 45";
16:14:20.912;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:20.928;"1 GOBJ 6064.00 = -4160 (0xFFFFEFC0)";"Receive: 53 0B 01 01 64 60 00 C0 EF FF FF 20 45";
16:14:20.943;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:20.959;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:21.576;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:21.592;"1 GOBJ 6064.00 = -4160 (0xFFFFEFC0)";"Receive: 53 0B 01 01 64 60 00 C0 EF FF FF 20 45";
16:14:21.614;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:21.629;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:22.332;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:22.347;"1 GOBJ 6064.00 = -4160 (0xFFFFEFC0)";"Receive: 53 0B 01 01 64 60 00 C0 EF FF FF 20 45";
16:14:22.363;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:22.378;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:23.080;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:23.096;"1 GOBJ 6064.00 = -4160 (0xFFFFEFC0)";"Receive: 53 0B 01 01 64 60 00 C0 EF FF FF 20 45";
16:14:23.102;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:23.118;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:23.819;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:23.835;"1 GOBJ 6064.00 = -4160 (0xFFFFEFC0)";"Receive: 53 0B 01 01 64 60 00 C0 EF FF FF 20 45";
16:14:23.850;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:23.866;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:24.568;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:24.584;"1 GOBJ 6064.00 = -4160 (0xFFFFEFC0)";"Receive: 53 0B 01 01 64 60 00 C0 EF FF FF 20 45";
16:14:24.600;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:24.738;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:25.323;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:25.339;"1 GOBJ 6064.00 = -4160 (0xFFFFEFC0)";"Receive: 53 0B 01 01 64 60 00 C0 EF FF FF 20 45";
16:14:25.354;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:25.371;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:26.073;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:26.088;"1 GOBJ 6064.00 = -4160 (0xFFFFEFC0)";"Receive: 53 0B 01 01 64 60 00 C0 EF FF FF 20 45";
16:14:26.104;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:26.242;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:26.827;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:26.843;"1 GOBJ 6064.00 = -4108 (0xFFFFEFF4)";"Receive: 53 0B 01 01 64 60 00 F4 EF FF FF 41 45";
16:14:26.858;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:26.874;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:27.576;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:27.592;"1 GOBJ 6064.00 = -4108 (0xFFFFEFF4)";"Receive: 53 0B 01 01 64 60 00 F4 EF FF FF 41 45";
16:14:27.608;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:27.630;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:28.331;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:28.347;"1 GOBJ 6064.00 = -4108 (0xFFFFEFF4)";"Receive: 53 0B 01 01 64 60 00 F4 EF FF FF 41 45";
16:14:28.362;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:28.378;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:29.080;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:29.096;"1 GOBJ 6064.00 = -4108 (0xFFFFEFF4)";"Receive: 53 0B 01 01 64 60 00 F4 EF FF FF 41 45";
16:14:29.111;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:29.133;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:29.836;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:29.851;"1 GOBJ 6064.00 = -4108 (0xFFFFEFF4)";"Receive: 53 0B 01 01 64 60 00 F4 EF FF FF 41 45";
16:14:29.867;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:29.883;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:30.569;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:30.584;"1 GOBJ 6064.00 = -4108 (0xFFFFEFF4)";"Receive: 53 0B 01 01 64 60 00 F4 EF FF FF 41 45";
16:14:30.600;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:30.616;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:31.324;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:31.340;"1 GOBJ 6064.00 = -4108 (0xFFFFEFF4)";"Receive: 53 0B 01 01 64 60 00 F4 EF FF FF 41 45";
16:14:31.356;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:31.371;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:32.073;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:32.089;"1 GOBJ 6064.00 = -4108 (0xFFFFEFF4)";"Receive: 53 0B 01 01 64 60 00 F4 EF FF FF 41 45";
16:14:32.104;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:32.120;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:32.822;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:32.844;"1 GOBJ 6064.00 = -4108 (0xFFFFEFF4)";"Receive: 53 0B 01 01 64 60 00 F4 EF FF FF 41 45";
16:14:32.860;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:32.875;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:33.578;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:33.593;"1 GOBJ 6064.00 = -4108 (0xFFFFEFF4)";"Receive: 53 0B 01 01 64 60 00 F4 EF FF FF 41 45";
16:14:33.609;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:33.625;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:33.663;"1 GOBJ 6041.00";"Transmit: 53 07 01 01 41 60 00 73 45";Statusword
16:14:33.678;"1 GOBJ 6041.00 = 4160 (0x1040)";"Receive: 53 09 01 01 41 60 00 40 10 87 45";
16:14:33.794;"1 SOBJ 6040.00 0006 (6)";"Transmit: 53 09 01 02 40 60 00 06 00 2C 45";Controlword
16:14:33.810;"1 SOBJ 6040.00 0006 (6) = OK";"Receive: 53 07 01 02 40 60 00 DB 45";
16:14:33.932;"1 GOBJ 6041.00";"Transmit: 53 07 01 01 41 60 00 73 45";Statusword
16:14:33.948;"1 GOBJ 6041.00 = 4129 (0x1021)";"Receive: 53 09 01 01 41 60 00 21 10 B3 45";
16:14:33.948;"1 SOBJ 6040.00 000F (15)";"Transmit: 53 09 01 02 40 60 00 0F 00 25 45";Controlword
16:14:33.963;"1 SOBJ 6040.00 000F (15) = OK";"Receive: 53 07 01 02 40 60 00 DB 45";
16:14:33.995;"Node 1 - Statusword: 0x1021";"Receive: 53 06 01 05 21 10 66 45";
16:14:34.180;"1 GOBJ 6041.00";"Transmit: 53 07 01 01 41 60 00 73 45";Statusword
16:14:34.195;"1 GOBJ 6041.00 = 4135 (0x1027)";"Receive: 53 09 01 01 41 60 00 27 10 1F 45";
16:14:34.195;"Node 1 - Statusword: 0x1027";"Receive: 53 06 01 05 27 10 CA 45";
16:14:34.580;"1 GOBJ 6041.00";"Transmit: 53 07 01 01 41 60 00 73 45";Statusword
16:14:34.596;"1 GOBJ 6041.00 = 4135 (0x1027)";"Receive: 53 09 01 01 41 60 00 27 10 1F 45";
16:14:34.612;"1 GOBJ 6060.00";"Transmit: 53 07 01 01 60 60 00 52 45";"Modes of operation"
16:14:34.628;"1 GOBJ 6060.00 = 3 (0x03)";"Receive: 53 08 01 01 60 60 00 03 F4 45";
16:14:34.649;"1 GOBJ 6061.00";"Transmit: 53 07 01 01 61 60 00 53 45";"Modes of operation display"
16:14:34.665;"1 GOBJ 6061.00 = 3 (0x03)";"Receive: 53 08 01 01 61 60 00 03 0A 45";
16:14:34.680;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:34.696;"1 GOBJ 6064.00 = -4084 (0xFFFFF00C)";"Receive: 53 0B 01 01 64 60 00 0C F0 FF FF 0C 45";
16:14:34.712;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:34.727;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:35.329;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:35.351;"1 GOBJ 6064.00 = -4084 (0xFFFFF00C)";"Receive: 53 0B 01 01 64 60 00 0C F0 FF FF 0C 45";
16:14:35.383;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:35.398;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:35.930;"1 SOBJ 60FF.00 000003E8 (1000)";"Transmit: 53 0B 01 02 FF 60 00 E8 03 00 00 D6 45";"Target velocity"
16:14:35.953;"1 SOBJ 60FF.00 000003E8 (1000) = OK";"Receive: 53 07 01 02 FF 60 00 64 45";
16:14:35.983;"Node 1 - Statusword: 0x0027";"Receive: 53 06 01 05 27 00 8F 45";
16:14:36.084;"Node 1 - Statusword: 0x0427";"Receive: 53 06 01 05 27 04 21 45";
16:14:36.099;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:36.115;"1 GOBJ 6064.00 = 41088 (0x0000A080)";"Receive: 53 0B 01 01 64 60 00 80 A0 00 00 2F 45";
16:14:36.130;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:36.152;"1 GOBJ 606C.00 = 1002 (0x000003EA)";"Receive: 53 0B 01 01 6C 60 00 EA 03 00 00 EE 45";
16:14:36.855;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:36.870;"1 GOBJ 6064.00 = 247460 (0x0003C6A4)";"Receive: 53 0B 01 01 64 60 00 A4 C6 03 00 3B 45";
16:14:36.886;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:36.902;"1 GOBJ 606C.00 = 998 (0x000003E6)";"Receive: 53 0B 01 01 6C 60 00 E6 03 00 00 B7 45";
16:14:37.588;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:37.603;"1 GOBJ 6064.00 = 447718 (0x0006D4E6)";"Receive: 53 0B 01 01 64 60 00 E6 D4 06 00 3B 45";
16:14:37.619;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:37.635;"1 GOBJ 606C.00 = 1004 (0x000003EC)";"Receive: 53 0B 01 01 6C 60 00 EC 03 00 00 17 45";
16:14:38.336;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:38.359;"1 GOBJ 6064.00 = 651950 (0x0009F2AE)";"Receive: 53 0B 01 01 64 60 00 AE F2 09 00 F0 45";
16:14:38.374;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:38.390;"1 GOBJ 606C.00 = 991 (0x000003DF)";"Receive: 53 0B 01 01 6C 60 00 DF 03 00 00 71 45";
16:14:38.876;"1 SOBJ 60FF.00 00000000 (0)";"Transmit: 53 0B 01 02 FF 60 00 00 00 00 00 C2 45";"Target velocity"
16:14:38.892;"1 SOBJ 60FF.00 00000000 (0) = OK";"Receive: 53 07 01 02 FF 60 00 64 45";
16:14:38.923;"Node 1 - Statusword: 0x1027";"Receive: 53 06 01 05 27 10 CA 45";
16:14:39.008;"Node 1 - Statusword: 0x1427";"Receive: 53 06 01 05 27 14 64 45";
16:14:39.093;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:39.108;"1 GOBJ 6064.00 = 803827 (0x000C43F3)";"Receive: 53 0B 01 01 64 60 00 F3 43 0C 00 E6 45";
16:14:39.124;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:39.139;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:39.841;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:39.863;"1 GOBJ 6064.00 = 803827 (0x000C43F3)";"Receive: 53 0B 01 01 64 60 00 F3 43 0C 00 E6 45";
16:14:39.878;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:39.894;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:40.495;"1 SOBJ 6040.00 000D (13)";"Transmit: 53 09 01 02 40 60 00 0D 00 D8 45";Controlword
16:14:40.511;"1 SOBJ 6040.00 000D (13) = OK";"Receive: 53 07 01 02 40 60 00 DB 45";
16:14:40.526;"1 GOBJ 6041.00";"Transmit: 53 07 01 01 41 60 00 73 45";Statusword
16:14:40.542;"1 GOBJ 6041.00 = 5184 (0x1440)";"Receive: 53 09 01 01 41 60 00 40 14 29 45";
16:14:40.680;"Node 1 - Statusword: 0x0027";"Receive: 53 06 01 05 27 00 8F 45";
16:14:40.696;"Node 1 - Statusword: 0x1440";"Receive: 53 06 01 05 40 14 FC 45";
16:14:41.281;"1 GOBJ 6041.00";"Transmit: 53 07 01 01 41 60 00 73 45";Statusword
16:14:41.297;"1 GOBJ 6041.00 = 5184 (0x1440)";"Receive: 53 09 01 01 41 60 00 40 14 29 45";
16:14:41.313;"1 GOBJ 6060.00";"Transmit: 53 07 01 01 60 60 00 52 45";"Modes of operation"
16:14:41.328;"1 GOBJ 6060.00 = 3 (0x03)";"Receive: 53 08 01 01 60 60 00 03 F4 45";
16:14:41.344;"1 GOBJ 6061.00";"Transmit: 53 07 01 01 61 60 00 53 45";"Modes of operation display"
16:14:41.350;"1 GOBJ 6061.00 = 3 (0x03)";"Receive: 53 08 01 01 61 60 00 03 0A 45";
16:14:41.366;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:41.382;"1 GOBJ 6064.00 = 803825 (0x000C43F1)";"Receive: 53 0B 01 01 64 60 00 F1 43 0C 00 B1 45";
16:14:41.397;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:41.413;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
16:14:42.030;"1 GOBJ 6064.00";"Transmit: 53 07 01 01 64 60 00 56 45";"Position actual value"
16:14:42.046;"1 GOBJ 6064.00 = 803825 (0x000C43F1)";"Receive: 53 0B 01 01 64 60 00 F1 43 0C 00 B1 45";
16:14:42.068;"1 GOBJ 606C.00";"Transmit: 53 07 01 01 6C 60 00 5E 45";"Velocity actual value"
16:14:42.083;"1 GOBJ 606C.00 = 0 (0x00000000)";"Receive: 53 0B 01 01 6C 60 00 00 00 00 00 AD 45";
